Id,Prediction
507,5289351.472
508,3119067.378
509,5317570.067
510,2880869.218
511,3342301.519
512,5462520.098
513,7675323.005
514,4617852.014
515,2893383.07
516,-124756.495
517,3621186.235
518,3816790.845
519,3528166.647
520,6615834.594
521,5562060.59
522,3492342.221
523,7194009.568
524,3436389.976
525,4700184.214
526,4177285.821
527,4890375.017
528,6218385.559
529,4835752.567
530,4577691.318
531,5543108.45
532,6595267.305
533,3563900.989
534,5321291.362
535,6329589.762
536,3674363.725
537,6967560.238
538,5759964.217
539,7911176.554
540,1646654.439
541,5417519.77
542,3169546.413
543,5182403.94
544,3273243.835
545,6007156.896
546,5450673.968
547,5467450.562
548,9117341.536
549,5225126.919
550,5383091.746
551,3873056.263
552,6508525.583
553,4401025.181
554,3440454.45
555,5694281.252
556,4785685.593
557,5969460.779
558,5442786.07
559,2888011.706
560,5640679.933
561,7631500.983
562,6173390.419
563,3422181.154
564,5859000.463
565,6696358.449
566,4823670.743
567,5515616.453
568,4401367.029
569,3260450.038
570,4157073.58
571,5069670.898
572,3776665.576
573,4142283.219
574,5225126.919
575,4431763.923
576,5572572.775
577,4029817.085
578,2460184.973
579,4272930.858
580,5069670.898
581,5751140.248
582,3649355.209
583,6039067.204
584,3567736.47
585,4935446.516
586,4905419.734
587,5525501.613
588,3022272.247
589,2375501.583
590,5032652.536
591,3388121.357
592,4262685.106
593,5472257.627
594,5020719.786
595,4151126.895
596,3685402.843
597,6250587.887
598,2846708.431
599,4912257.105
600,4425806.878
601,3523526.179
602,4233916.091
603,4404424.425
604,4802811.697
605,4813902.202
606,4788248.17
607,4404424.425
608,4803918.097
609,5418917.214
610,6605965.842
611,2920545.09
612,4656746.507
613,5451210.726
614,4425712.963
615,4155751.198
616,6875500.689
617,4388864.228
618,4879701.154
619,3106519.692
620,4596992.967
621,4982905.102
622,4103958.356
623,4322105.239
624,5115242.86
625,10443903.86
626,3459421.326
627,3925607.333
628,3638784.454
629,5701448.379
630,6035985.331
631,8661817.355
632,4460574.658
633,5353102.486
634,4634520.615
635,3947329.733
636,6176755.448
637,4211446.265
638,3951577.076
639,9437270.243
640,3105947.977
641,4871078.224
642,6063645.838
643,4602247.43
644,6606472.168
645,3658956.268
646,6317328.878
647,3840865.44
648,7726794.665
649,3610579.889
650,2332610.14
651,6157488.006
652,4425806.878
653,3383361.378
654,4541821.909
655,6886232.244
656,4892917.933
657,3592848.558
658,7550104.105
659,3089516.201
660,6867405.804
661,3903601.437
662,5210689.53
663,3636017.918
664,5005746.132
665,5655574.081
666,3920555.794
667,3038207.878
668,2694525.568
669,4904421.482
670,6489817.979
671,7327231.716
672,5616714.342
673,4050665.793
674,4616735.558
675,3949094.916
676,5622163.64
677,4121530.951
678,3642174.788
679,5772060.039
680,5157971.366
681,5271225.357
682,3247362.836
683,4183427.112
684,3340759.809
685,4957525.41
686,3432775.422
687,3050150.804
688,4157475.073
689,3270847.969
690,4256864.493
691,1460667.726
692,5195200.892
693,3476922.706
694,6322483.06
695,5868738.481
696,5574645.38
697,4895851.325
698,5127269.16
699,4337933.573
700,6540727.911
701,3534563.59
702,5068338.441
703,4998525.145
704,6341709.03
705,2891317.108
706,4978666.911
707,4665975.055
708,6233716.17
709,3945086.303
710,7159592.046
711,10431618
712,5021558.897
713,4117144.841
714,4549228.904
715,2727265.56
716,5585849.739
717,3680627.948
718,2355816.002
719,4875709.259
720,6611585.442
721,5285878.927
722,5718070.155
723,5722922.8
724,4596992.967
725,5635354.613
726,4744980.93
727,3735415.229
728,3127513.211
729,5655574.081
730,3247362.836
731,3817477.754
732,3516642.842
733,3471171.158
734,4955837.666
735,6035985.331
736,5175472.573
737,3321464.733
738,5303061.108
739,6289904.441
740,3666142.78
741,4251962.334
742,4080055.928
743,3200001.288
744,3361596.596
745,3992228.3
746,3698543.538
747,6477055.887
748,3125829.242
749,3750924.51
750,5679401.519
751,3397632.591
752,3391996.919
753,4989240.489
754,4404424.425
755,5088450.432
756,5144721.179
757,5731317.512
758,6072428.052
759,6370610.793
760,5748577.67
761,3647701.875
762,5645973.905
763,3162148.309
764,5148467.99
765,16360635.29
766,7796347.052
767,3805373.235
768,3490435.845
769,4827745.225
770,2783117.833
771,2893383.07
772,3944665.248
773,6607307.575
774,3550430.883
775,5426708.378
776,4004268.897
777,3425685.597
778,3601924.814
779,4848292.005
780,4958304.037
781,3321464.733
782,4112074.269
783,4833101.705
784,2758142.59
785,3852584.222
786,4047499.017
787,3205038.618
788,4478121.343
789,6264652.622
790,6462204.67
791,5231570.063
792,4958952.485
793,4710086.92
794,4153689.473
795,7197834.293
796,3110479.877
797,4694564.45
798,3677064.047
799,6142690.149
800,2666099.82
801,7155230.385
802,3536933.757
803,5225126.919
804,3737912.375
805,4382004.455
806,3851999.463
807,4486042.192
808,5244142.292
809,3999586.815
810,6378282.884
811,4313303.282
812,3802325.216
813,3505831.866
814,2853301.136
815,5458812.749
816,3176184.01
817,4996182.011
818,4064623.833
819,2917457.664
820,7377987.129
821,4185757.442
822,3193169.275
823,4004328.607
824,4052202.776
825,4701071.496
826,5605970.889
827,3712569.981
828,2036612.007
829,4748533.048
830,5122663.319
831,7772164.441
832,4030042.481
833,5831230.791
834,4354569.214
835,3087883.419
836,4365583.439
837,5031498.121
838,5924849.253
839,4555589.403
840,6154240.6
841,3168306.334
842,3900311.918
843,2728358.734
844,5368966.265
845,6433766.926
846,5489954.098
847,2890654.153
848,3235493.493
849,3487111.62
850,4688491.385
851,4722781.059
852,7334063.7
853,3249734.003
854,1923466.662
855,2969462.557
856,6422507.009
857,2450463.176
858,2238293.129
859,5171631.687
860,5981221.442
861,4553439.941
862,6331420.296
863,4240072.493
864,4325086.305
865,6860458.017
866,4775061.216
867,5028733.848
868,6041799.636
869,2726376.282
870,5101615.128
871,4136050.264
872,5465656.491
873,5185620.535
874,4395126.135
875,4671750.141
876,5662800.428
877,5432157.675
878,5264168.738
879,4702855.859
880,3577646.695
881,4990444.066
882,6292319.855
883,5983329.459
884,4596992.967
885,5803710.96
886,2487623.212
887,4247694.227
888,4220316.877
889,4719487.998
890,3752055.888
891,4504451.323
892,5015483.661
893,4534919.833
894,5218676.58
895,3720047.697
896,1313050.695
897,4821098.439
898,4435961.428
899,5706293.193
900,3186059.91
901,5418552.036
902,3417684.437
903,4469527.145
904,5499244.558
905,3135302.915
906,4548676.558
907,4577530.294
908,5410188.367
909,4911473.685
910,5037088.605
911,5861563.041
912,5358148.767
913,5015501.212
914,6577544.812
915,3423877.446
916,3131272.629
917,7249300.815
918,5635702.975
919,2177602.271
920,5350539.908
921,3585538.883
922,6274894.531
923,5768004.534
924,3494282.59
925,4676048.157
926,5132945.52
927,5635702.975
928,4067392.08
929,5604057.128
930,3945086.303
931,4535099.997
932,5399363.037
933,8903910.899
934,5376291.897
935,4120107.683
936,6005824.439
937,5908761.273
938,4452693.072
939,5722244.193
940,5978434.237
941,3763861.643
942,2607777.96
943,5227094.57
944,3610187.658
945,4356570.522
946,6026192.119
947,2967484.966
948,5130523.047
949,4356570.522
950,6974171.752
951,5589719.485
952,2605020.37
953,7260658.66
954,3760074.276
955,4252465.527
956,3868034.786
957,3103115.347
958,6094903.565
959,3996158.674
960,4066025.712
961,6092697.538
962,5399363.037
963,3402656.455
964,6526818.982
965,5839698.814
966,3528759.126
967,3854592.862
968,4728856.295
969,3974209.929
970,4911473.685
971,4495545.569
972,3189898.209
973,3168309.74
974,2939375.225
975,5350539.908
976,4887132.992
977,4852236.284
978,3608332.456
979,6659281.9
980,5293772.732
981,3107198.035
982,3800435.383
983,3849570.07
984,5644651.072
985,3649055.699
986,3177556.984
987,3002638.344
988,4289978.306
989,3615181.131
990,5809497.141
991,3300243.741
992,3371326.377
993,3385937.685
994,3989215.938
995,3975798.99
996,4209155.041
997,4818031.299
998,3443759.852
999,5227360.413
1000,5504929.865
1001,7218990.147
1002,4748533.048
1003,2665389.464
1004,3488033.975
1005,14533745.86
1006,7482506.023
1007,6917605.765
1008,3615181.131
1009,4804379.046
1010,5086151.873
1011,5110207.527
1012,3598108.035
1013,2618961.748
1014,3879986.186
1015,5720400.52
1016,5682083.497
1017,4948505.783
1018,2899227.579
1019,7561337.074
1020,5352456.192
1021,5350539.908
1022,4268405.005
1023,6595059.946
1024,6482325.819
1025,3505831.866
1026,5130168.641
1027,7088805.632
1028,5205489.626
1029,3785606.887
1030,4046779.938
1031,4603443.306
1032,2678331.432
1033,4195264.285
1034,5185998.263
1035,3840865.44
1036,2658641.673
1037,5085260.931
1038,4221249.647
1039,3805373.235
1040,3505831.866
1041,4789561.51
1042,2763454.334
1043,5047161.234
1044,4294435.99
1045,3152290.135
1046,3591803.106
1047,6450056.91
1048,3950440.002
1049,4046876.64
1050,4711435.037
1051,5344464.672
1052,4776191.943
1053,4694564.45
1054,5775082.064
1055,3231943.322
1056,6079436.105
1057,5823854.116
1058,5375626.499
1059,8054556.878
1060,5036869.956
1061,1755207.495
1062,5470810.342
1063,4895085.652
1064,4392078.838
1065,6552708.801
1066,6390775.737
1067,7747926.764
1068,5099322.669
1069,2722090.502
1070,4102489.422
1071,4923119.649
1072,6787136.281
1073,3907100.604
1074,3517413.052
1075,8795379.012
1076,3945086.303
1077,4688489.213
1078,3131272.629
1079,3450032.423
1080,3574834.503
1081,6451389.368
1082,2518807.171
1083,3361338.405
1084,904932.876
1085,4482232.991
1086,6701119.718
1087,8843572.671
1088,4262637.828
1089,4560734.39
1090,4889695.569
1091,5079701.534
1092,3100817.754
1093,5844338.98
1094,5284012.857
1095,3883599.485
1096,5515726.565
1097,3677436.616
1098,4455435.738
1099,3216365.549
1100,4616915.677
1101,4573811.045
1102,4776191.943
1103,1983459.257
1104,4535489.936
1105,3828976.558
1106,5131981.69
1107,4919564.418
1108,2860978.291
1109,4976572.619
1110,3363843.813
1111,5927377.769
1112,2600761.799
1113,4735968.014
1114,4302637.289
1115,4989783.334
1116,4294413.831
1117,6038093.348
1118,4468775.887
1119,5211564.862
1120,3159389.03
1121,5330720.003
1122,4044656.289
1123,3213141.381
1124,5188749.688
1125,3579474.971
1126,4220322.46
1127,5211564.862
1128,2810927.773
1129,4181316.092
1130,3615181.131
1131,3947673.466
1132,2635678.188
1133,5369841.558
1134,5919031.897
1135,3171948.283
1136,4614317.637
1137,4734693.523
1138,3327509.105
1139,4744600.807
1140,4868887.38
1141,6641922.749
1142,7024011.684
1143,3442214.946
1144,4850728.833
1145,3792260.336
1146,2460184.973
1147,4766457.059
1148,4381362.667
1149,4533479.792
1150,5574689.328
1151,5093753.493
1152,4514884.741
1153,3635172.777
1154,3522377.878
1155,4420237.19
1156,2495445.807
1157,5243700.182
1158,4258629.685
1159,3210983.54
1160,3676941.189
1161,4099572.247
1162,3766162.252
1163,5493378.874
1164,4343458.357
1165,3776665.576
1166,4713287.282
1167,5119615.855
1168,4665409.913
1169,5649594.892
1170,5983329.459
1171,3547129.502
1172,3121920.981
1173,5367104.156
1174,4404424.425
1175,3210962.984
1176,3558739.315
1177,6244512.65
1178,5922988.206
1179,5477920.817
1180,2682045.246
1181,3054720.565
1182,3497290.953
1183,2798494.316
1184,4934675.025
1185,5303061.108
1186,2950499.702
1187,3983222.845
1188,4271604.919
1189,5094499.391
1190,3671510.122
1191,4091789.298
1192,6062028.089
1193,4389860.899
1194,5309946.379
1195,3556096.945
1196,3134554.471
1197,10121087.51
1198,5443874.119
1199,4289726.839
1200,5809497.141
1201,5266077.434
1202,5511442.415
1203,3914205.264
1204,1120817.105
1205,5067574.835
1206,5989880.772
1207,3840865.44
1208,5677464.758
1209,4325743.114
1210,3805373.235
1211,5340298.403
1212,4887132.992
1213,4749471.633
1214,5397333.555
1215,6102457.414
1216,3286834.731
1217,2662877.847
1218,4789561.51
1219,5233040.445
1220,4681948.47
1221,5742529.595
1222,4099572.247
1223,11006101.38
1224,3285972.528
1225,3615877.7
1226,4931788.774
1227,5653696.847
1228,7195086.691
1229,5669790.74
1230,8457921.594
1231,5852550.125
1232,5459674.228
1233,4865174.954
1234,6422507.009
1235,5582110.627
1236,3098755.687
1237,3220022.405
1238,3772936.753
1239,6508525.583
1240,4039187.977
1241,4256400.554
1242,7480856.767
1243,3511656.836
1244,5024725.288
1245,6065792.154
1246,5086151.873
1247,5635702.975
1248,4486570.174
1249,3139059.023
1250,5094499.391
1251,4830523.978
1252,2730205.559
1253,6691532.137
1254,3807381.467
1255,5183723.355
1256,3069275.303
1257,4477337.769
1258,5682083.497
1259,4482342.731
1260,5736457.225
1261,3558830.469
1262,5898158.031
1263,3472214.402
1264,1771422.047
1265,5110117.463
1266,4298171.824
1267,5153398.451
1268,4919384.318
1269,5043967.391
1270,5066261.496
1271,5520029.151
1272,5468545.204
1273,3691348.99
1274,5322362.758
1275,5691166.884
1276,4290308.141
1277,5106417.806
1278,5226348.672
1279,4404424.425
1280,7307263.87
1281,4095336.519
1282,5786967.129
1283,1517789.423
1284,5102991.209
1285,6959171.11
1286,4736031.247
1287,821021.408
1288,6306104.155
1289,5186285.932
1290,3656253.655
1291,6577919.915
1292,6947766.658
1293,4936103.669
1294,4549334.454
1295,2967484.966
1296,5854107.521
1297,2444110.162
1298,4269636.532
1299,3719401.995
1300,5492077.532
1301,4688114.111
1302,5132913.737
1303,6673252.619
1304,7469536.557
1305,6123015.633
1306,4878155.268
1307,3027921.08
1308,9865573.586
1309,5457584.75
1310,4258077.92
1311,4396434.886
1312,3799805.581
1313,4861756.106
1314,6393953.828
1315,5046495.541
1316,4178473.264
1317,4784396.771
1318,6012437.724
1319,5287996.176
1320,3779328.217
1321,3669968.413
1322,4433713.263
1323,3107198.035
1324,6919211.247
1325,2751408.858
1326,6271040.818
1327,14453502.07
1328,3359800.355
1329,4948224.774
1330,3390193.392
1331,4736031.247
1332,3286834.731
1333,4803214.592
1334,2578426.081
1335,4350484.77
1336,3869624.685
1337,4315352.962
1338,4709854.087
1339,2589703.704
1340,4945064.132
1341,7050702.934
1342,5548392.806
1343,4907992.038
1344,5494006.856
1345,3917033.298
1346,6779363.958
1347,6501459.214
1348,4116557.511
1349,3092420.53
1350,2979354.309
1351,6032823.416
1352,4442154.437
1353,4398772.446
1354,5338764.249
1355,5291970.602
1356,4155771.461
1357,3026609.256
1358,3585422.825
1359,4694564.45
1360,2505058.667
1361,3497290.953
1362,2938678.656
1363,5427952.985
1364,4801344.098
1365,4323866.294
1366,5763671.723
1367,5668994.499
1368,4931303.128
1369,4323544.305
1370,3252477.868
1371,6050951.39
1372,6857294.574
1373,3605911.925
1374,3712569.981
1375,2664232.248
1376,5598067.004
1377,3945086.303
1378,7500242.227
1379,6369925.639
1380,6035985.331
1381,7861578.521
1382,5188531.109
1383,6229874.941
1384,4657924.123
1385,5112589.823
1386,3961615.653
1387,4721538.191
1388,4113333.045
1389,5177273.016
1390,5034526.028
1391,3395464.843
1392,2157890.11
1393,7555789.772
1394,5586750.793
1395,3421232.372
1396,4596992.967
1397,3821814.709
1398,5094367.938
1399,2782749.41
1400,6082330.953
1401,5990981.318
1402,4667900.463
1403,3990665.52
1404,5542686.357
1405,3445825.814
1406,4462993.731
1407,6208688.445
1408,4356183.197
1409,5347960.291
1410,2909236.719
1411,6391849.081
1412,3941114.436
1413,3220437.297
1414,2985991.906
1415,6271402.207
1416,5770657.259
1417,1950138.301
1418,3000175.243
1419,4725343.637
1420,5777253.814
1421,3737319.474
1422,4836102.074
1423,4925155.292
1424,4602777.909
1425,5790626.677
1426,3304718.803
1427,5426708.378
1428,4168844.696
1429,3650673.336
1430,4982905.102
1431,3424989.028
1432,5762590.956
1433,3840865.44
1434,4911473.685
1435,3437084.712
1436,3092230.253
1437,5068791.926
1438,4404424.425
1439,4652653.944
1440,5205489.626
1441,4570356.692
1442,4960888.878
1443,3286834.731
1444,3963002.461
1445,3763940.868
1446,4453484.555
1447,3031030.176
1448,5064236.622
1449,3944510.878
1450,6701119.718
1451,3997171.758
1452,2997923.052
1453,3522465.078
1454,5530110.739
1455,4596992.967
1456,4645315.211
1457,5254275.367
1458,3698957.23
1459,5135227.529
1460,4647085.649
1461,6612493.713
1462,3078011.48
1463,4042849.742
1464,5738976.027
1465,5328782.848
1466,3790718.626
1467,4233293.576
1468,3924910.28
1469,4116557.511
1470,3034838.159
1471,4957688.626
1472,6816250.641
1473,4668812.461
1474,5437494.251
1475,8592620.895
1476,6319361.239
1477,6362608.538
1478,4301395.916
1479,-207588.914
1480,5017503.3
1481,4208343.224
1482,3001154.105
1483,4274777.52
1484,5496754.612
1485,4011815.795
1486,5659982.913
1487,4251962.334
1488,3349150.195
1489,3826594.227
1490,3840865.44
1491,3977875.574
1492,2858882.549
1493,5046495.541
1494,7755088.313
1495,3741893.736
1496,6139189.28
1497,5480616.782
1498,2782749.41
1499,4991857.779
1500,5421812.3
1501,4415311.313
1502,3998064.27
1503,5036869.956
1504,3342471.769
1505,4187351.179
1506,3915265.52
1507,3351480.851
1508,3095780.424
1509,4979247.341
1510,5350539.908
1511,5616714.342
1512,6037738.175
1513,5280002.207
1514,6348534.471
1515,6618074.519
1516,4977236.253
1517,6833748.935
1518,3614482.147
1519,4889120.106
1520,5154593.183
1521,3748869.246
1522,3888490.872
1523,5915769.326
1524,5224758.672
1525,4232667.257
1526,2880836.93
1527,3994203.081
1528,5704096.36
1529,8646774.294
1530,4152165.505
1531,4196005.907
1532,3125899.392
1533,5012921.083
1534,4979355.978
1535,5658852.925
1536,3495961.117
1537,4414919.898
1538,3082380.595
1539,5605371.061
1540,4514810.263
1541,3773452.569
1542,6585261.237
1543,6477055.887
1544,4369719.399
1545,4298908.204
1546,2591336.486
1547,3002977.171
1548,6424398.487
1549,4596992.967
1550,4143677.993
1551,5490304.33
1552,3248472.671
1553,4809740.852
1554,5859000.463
1555,7990162.813
1556,3416744.669
1557,4916243.482
1558,4145543.013
1559,4596992.967
1560,3993290.539
1561,4040187.324
1562,2332610.14
1563,3981239.755
1564,3241746.703
1565,6203956.001
1566,5211564.862
1567,3219118.893
1568,2207864.854
1569,613146.192
1570,5167098.694
1571,5148023.738
1572,3257375.732
1573,7599355.554
1574,5342760.065
1575,5989213.319
1576,3659621.24
1577,4632483.864
1578,4887132.992
1579,6482166.12
1580,4549514.167
1581,3942894.758
1582,6640062.874
1583,3110604.233
1584,3785534.368
1585,3899180.545
1586,5238726.617
1587,3382121.019
1588,5138933.037
1589,4304249.519
1590,7870721.037
1591,2391938.574
1592,3470219.705
1593,4468799.911
1594,3404931.254
1595,5358693.697
1596,5060399.884
1597,4381610.117
1598,7457518.278
1599,4935399.637
1600,4185757.442
1601,3945086.303
1602,3666593.463
1603,4309948.142
1604,4289978.306
1605,4283262.35
1606,2761686.31
1607,3118636.89
1608,8212975.526
1609,7455341.348
1610,3318698.196
1611,3818532.866
1612,4066466.319
1613,4978629.238
1614,4667900.463
1615,4405655.561
1616,4722056.447
1617,1717297.704
1618,4877913.255
1619,3999873.585
1620,5780122.22
1621,3862018.595
1622,5715847.36
1623,2337028.504
1624,5918964.821
1625,4398772.446
1626,4684754.457
1627,4571240.979
1628,2321656.547
1629,13174937.33
1630,4742418.353
1631,5139745.368
1632,5264942.366
1633,4759348.045
1634,4922545.838
1635,7752376.379
1636,6702490.179
1637,3808789.686
1638,3754894.2
1639,5338151.971
1640,3497591.226
1641,3735415.229
1642,3676675.21
1643,12282148.04
1644,3980003.082
1645,5224066.663
1646,2722291.626
1647,1268612.084
1648,3975798.99
1649,3090212.77
1650,2517535.091
1651,4198858.263
1652,4301297.391
1653,7338158.965
1654,4923514.508
1655,3945731.698
1656,4760874.342
1657,5384639.416
1658,3705960.409
1659,4940726.487
1660,3572108.558
1661,4031057.543
1662,3731865.058
1663,4821098.439
1664,4066805.6
1665,2341577.584
1666,5177273.016
1667,4572688.23
1668,4120399.096
1669,4333826.684
1670,5092602.212
1671,2924266.006
1672,3297390.138
1673,5477739.296
1674,7595084.171
1675,8028021.167
1676,5537783.13
1677,6005824.439
1678,5094499.391
1679,4540490.735
1680,4198253.204
1681,3298728.085
1682,3259825.899
1683,2275872.773
1684,5859000.463
1685,4073322.502
1686,5158346.469
1687,2443507.604
1688,4116557.511
1689,3247362.836
1690,4361550.116
1691,7317963.634
1692,3334495.586
1693,4963732.351
1694,3605063.298
1695,5616714.342
1696,4832010.059
1697,6424911.853
1698,5863120.437
1699,4075311.803
1700,5154378.941
1701,5024725.288
1702,3189670.778
1703,4149549.62
1704,2018197.177
1705,4640482.13
1706,5394336.632
1707,2957521.999
1708,3910090.204
1709,6712669.69
1710,3945086.303
1711,6035985.331
1712,4914233.642
1713,3106671.97
1714,4338208.324
1715,3511656.836
1716,6777999.317
1717,3692045.558
1718,5013606.237
1719,3482575.888
1720,5819219.863
